TransactionID,Date,Year,Month,Month_Name,Quarter,Season,State,District,Product,Category,Quantity_MT,Unit_Price,Discount_Pct,Revenue,COGS,Gross_Profit,Channel,SalesRep,CustomerType,ReturnFlag
TXN01659,9/30/2022,2022,9,Sep,Q3,Rabi,Bihar,Patna,Ammonium Sulphate,Nitrogenous,40,610.35,0.061,24414,14000,10414,Dealer,SR-004,Large Farmer,No
TXN01660,12/22/2024,2024,12,Dec,Q4,Rabi,Uttar Pradesh,Kanpur,MOP,Potassic,173,801,0.11,138573,103800,34773,Cooperative Society,SR-026,Medium Farmer,No
TXN01661,8/30/2024,2024,8,Aug,Q3,Kharif,Gujarat,Rajkot,NPK 10-26-26,Complex,60,1174.8,0.021,70488,49200,21288,Online Portal,SR-021,Small Farmer,No
TXN01662,9/18/2022,2022,9,Sep,Q3,Rabi,Andhra Pradesh,Visakhapatnam,DAP,Phosphatic,254,1266.3,0.062,321640.2,228600,93040.2,Dealer,SR-019,Medium Farmer,No
TXN01663,4/26/2024,2024,4,Apr,Q2,Kharif,Maharashtra,Nashik,SSP,Phosphatic,218,417.06,0.007,90919.08,43600,47319.08,Cooperative Society,SR-002,Large Farmer,No
TXN01664,2/26/2022,2022,2,Feb,Q1,Rabi,Madhya Pradesh,Gwalior,Calcium Nitrate,Nitrogenous,240,787.95,0.073,189108,120000,69108,Direct Farm,SR-024,Medium Farmer,No
TXN01665,11/9/2024,2024,11,Nov,Q4,Rabi,Bihar,Muzaffarpur,NPK 10-26-26,Complex,316,1124.4,0.063,355310.4,259120,96190.4,Cooperative Society,SR-025,Small Farmer,No
TXN01666,3/5/2022,2022,3,Mar,Q1,Kharif,Bihar,Patna,DAP,Phosphatic,370,1205.55,0.107,446053.5,333000,113053.5,Direct Farm,SR-025,Small Farmer,No
TXN01667,7/23/2023,2023,7,Jul,Q3,Kharif,Bihar,Gaya,Zinc Sulphate,Micronutrient,342,316.05,0.097,108089.1,61560,46529.1,Government Scheme,SR-010,Large Farmer,No
TXN01668,8/20/2024,2024,8,Aug,Q3,Kharif,Andhra Pradesh,Vijayawada,Calcium Nitrate,Nitrogenous,397,760.75,0.105,302017.75,198500,103517.75,Online Portal,SR-023,Medium Farmer,No
TXN01669,11/22/2023,2023,11,Nov,Q4,Rabi,Punjab,Patiala,Ammonium Sulphate,Nitrogenous,282,609.7,0.062,171935.4,98700,73235.4,Dealer,SR-009,Large Farmer,No
TXN01670,8/15/2023,2023,8,Aug,Q3,Kharif,Karnataka,Belagavi,NPK 10-26-26,Complex,170,1066.8,0.111,181356,139400,41956,Government Scheme,SR-030,Medium Farmer,No
TXN01671,1/27/2023,2023,1,Jan,Q1,Rabi,Maharashtra,Aurangabad,NPK 10-26-26,Complex,432,1152,0.04,497664,354240,143424,Cooperative Society,SR-009,Large Farmer,No
TXN01672,5/18/2024,2024,5,May,Q2,Kharif,Madhya Pradesh,Ujjain,MOP,Potassic,420,817.2,0.092,343224,252000,91224,Government Scheme,SR-007,Large Farmer,No
TXN01673,2/6/2025,2025,2,Feb,Q1,Rabi,Maharashtra,Nashik,Zinc Sulphate,Micronutrient,307,328.3,0.062,100788.1,55260,45528.1,Dealer,SR-024,Large Farmer,Yes
TXN01674,5/21/2023,2023,5,May,Q2,Kharif,Madhya Pradesh,Ujjain,Ammonium Sulphate,Nitrogenous,103,581.1,0.106,59853.3,36050,23803.3,Cooperative Society,SR-012,Medium Farmer,No
TXN01675,9/18/2024,2024,9,Sep,Q3,Rabi,Rajasthan,Kota,Zinc Sulphate,Micronutrient,285,335.65,0.041,95660.25,51300,44360.25,Government Scheme,SR-020,Small Farmer,No
TXN01676,9/12/2022,2022,9,Sep,Q3,Rabi,Bihar,Darbhanga,Calcium Nitrate,Nitrogenous,11,843.2,0.008,9275.2,5500,3775.2,Government Scheme,SR-030,Cooperative,No
TXN01677,2/1/2025,2025,2,Feb,Q1,Rabi,Karnataka,Hubli,Calcium Nitrate,Nitrogenous,111,822.8,0.032,91330.8,55500,35830.8,Cooperative Society,SR-021,Cooperative,No
TXN01678,8/10/2022,2022,8,Aug,Q3,Kharif,Gujarat,Rajkot,Calcium Nitrate,Nitrogenous,170,838.1,0.014,142477,85000,57477,Direct Farm,SR-004,Large Farmer,No
TXN01679,3/26/2022,2022,3,Mar,Q1,Kharif,Punjab,Jalandhar,DAP,Phosphatic,290,1263.6,0.064,366444,261000,105444,Direct Farm,SR-026,Small Farmer,No
TXN01680,2/24/2023,2023,2,Feb,Q1,Rabi,Uttar Pradesh,Meerut,Urea,Nitrogenous,15,592.2,0.013,8883,4200,4683,Online Portal,SR-024,Large Farmer,No
TXN01681,5/30/2024,2024,5,May,Q2,Kharif,Madhya Pradesh,Indore,NPK 10-26-26,Complex,326,1113.6,0.072,363033.6,267320,95713.6,Government Scheme,SR-030,Large Farmer,No
TXN01682,11/7/2022,2022,11,Nov,Q4,Rabi,Uttar Pradesh,Meerut,Ammonium Sulphate,Nitrogenous,400,633.1,0.026,253240,140000,113240,Cooperative Society,SR-007,Small Farmer,No
TXN01683,7/6/2022,2022,7,Jul,Q3,Kharif,Karnataka,Belagavi,SSP,Phosphatic,424,395.64,0.058,167751.36,84800,82951.36,Dealer,SR-008,Cooperative,No
TXN01684,5/11/2023,2023,5,May,Q2,Kharif,Gujarat,Gandhinagar,MOP,Potassic,466,881.1,0.021,410592.6,279600,130992.6,Direct Farm,SR-009,Small Farmer,No
TXN01685,5/5/2023,2023,5,May,Q2,Kharif,Rajasthan,Ajmer,Calcium Nitrate,Nitrogenous,238,827.9,0.026,197040.2,119000,78040.2,Dealer,SR-028,Small Farmer,No
TXN01686,6/28/2024,2024,6,Jun,Q2,Kharif,Gujarat,Surat,Calcium Nitrate,Nitrogenous,445,787.1,0.074,350259.5,222500,127759.5,Cooperative Society,SR-001,Large Farmer,No
TXN01687,10/3/2024,2024,10,Oct,Q4,Rabi,Bihar,Darbhanga,Ammonium Sulphate,Nitrogenous,174,648.7,0.002,112873.8,60900,51973.8,Online Portal,SR-020,Cooperative,No
TXN01688,2/25/2023,2023,2,Feb,Q1,Rabi,Maharashtra,Nashik,DAP,Phosphatic,317,1215,0.1,385155,285300,99855,Cooperative Society,SR-006,Cooperative,No
TXN01689,3/23/2023,2023,3,Mar,Q1,Kharif,Maharashtra,Aurangabad,Calcium Nitrate,Nitrogenous,150,824.5,0.03,123675,75000,48675,Government Scheme,SR-029,Medium Farmer,No
TXN01690,8/19/2024,2024,8,Aug,Q3,Kharif,Uttar Pradesh,Meerut,NPK 10-26-26,Complex,340,1099.2,0.084,373728,278800,94928,Cooperative Society,SR-023,Small Farmer,No
TXN01691,3/16/2025,2025,3,Mar,Q1,Kharif,Maharashtra,Aurangabad,Calcium Nitrate,Nitrogenous,20,799.85,0.059,15997,10000,5997,Cooperative Society,SR-030,Cooperative,No
TXN01692,6/14/2024,2024,6,Jun,Q2,Kharif,Rajasthan,Udaipur,NPK 10-26-26,Complex,147,1147.2,0.044,168638.4,120540,48098.4,Government Scheme,SR-016,Medium Farmer,No
TXN01693,3/25/2023,2023,3,Mar,Q1,Kharif,Karnataka,Belagavi,NPK 10-26-26,Complex,443,1195.2,0.004,529473.6,363260,166213.6,Cooperative Society,SR-012,Small Farmer,No
TXN01694,7/4/2022,2022,7,Jul,Q3,Kharif,Haryana,Gurugram,Urea,Nitrogenous,138,594,0.01,81972,38640,43332,Government Scheme,SR-015,Medium Farmer,No
TXN01695,10/18/2022,2022,10,Oct,Q4,Rabi,Bihar,Gaya,MOP,Potassic,127,855.9,0.049,108699.3,76200,32499.3,Direct Farm,SR-017,Small Farmer,No
TXN01696,7/8/2022,2022,7,Jul,Q3,Kharif,Karnataka,Bengaluru,MOP,Potassic,157,840.6,0.066,131974.2,94200,37774.2,Cooperative Society,SR-029,Medium Farmer,No
TXN01697,2/5/2022,2022,2,Feb,Q1,Rabi,Madhya Pradesh,Ujjain,DAP,Phosphatic,44,1224.45,0.093,53875.8,39600,14275.8,Government Scheme,SR-027,Medium Farmer,No
TXN01698,9/12/2022,2022,9,Sep,Q3,Rabi,Gujarat,Gandhinagar,Ammonium Sulphate,Nitrogenous,380,636.35,0.021,241813,133000,108813,Online Portal,SR-030,Medium Farmer,No
TXN01699,1/18/2022,2022,1,Jan,Q1,Rabi,Maharashtra,Nashik,SSP,Phosphatic,272,378.84,0.098,103044.48,54400,48644.48,Online Portal,SR-017,Small Farmer,No
TXN01700,10/4/2022,2022,10,Oct,Q4,Rabi,Haryana,Gurugram,Zinc Sulphate,Micronutrient,89,314.3,0.102,27972.7,16020,11952.7,Direct Farm,SR-028,Large Farmer,No
TXN01701,7/26/2023,2023,7,Jul,Q3,Kharif,Gujarat,Surat,Zinc Sulphate,Micronutrient,99,320.25,0.085,31704.75,17820,13884.75,Direct Farm,SR-006,Small Farmer,No
TXN01702,2/12/2024,2024,2,Feb,Q1,Rabi,Haryana,Gurugram,SSP,Phosphatic,245,393.54,0.063,96417.3,49000,47417.3,Cooperative Society,SR-022,Cooperative,No
TXN01703,1/13/2025,2025,1,Jan,Q1,Rabi,Bihar,Darbhanga,Zinc Sulphate,Micronutrient,341,310.45,0.113,105863.45,61380,44483.45,Government Scheme,SR-026,Cooperative,No
TXN01704,12/8/2024,2024,12,Dec,Q4,Rabi,Bihar,Muzaffarpur,Zinc Sulphate,Micronutrient,74,316.05,0.097,23387.7,13320,10067.7,Direct Farm,SR-003,Large Farmer,No
TXN01705,8/25/2022,2022,8,Aug,Q3,Kharif,Karnataka,Mangaluru,Calcium Nitrate,Nitrogenous,202,819.4,0.036,165518.8,101000,64518.8,Dealer,SR-011,Cooperative,No
TXN01706,2/2/2022,2022,2,Feb,Q1,Rabi,Madhya Pradesh,Jabalpur,MOP,Potassic,240,806.4,0.104,193536,144000,49536,Direct Farm,SR-021,Large Farmer,No
TXN01707,5/16/2023,2023,5,May,Q2,Kharif,Haryana,Gurugram,NPK 10-26-26,Complex,472,1136.4,0.053,536380.8,387040,149340.8,Cooperative Society,SR-013,Cooperative,No
TXN01708,1/31/2024,2024,1,Jan,Q1,Rabi,Madhya Pradesh,Jabalpur,MOP,Potassic,222,796.5,0.115,176823,133200,43623,Direct Farm,SR-005,Small Farmer,No
TXN01709,2/6/2024,2024,2,Feb,Q1,Rabi,Uttar Pradesh,Kanpur,Zinc Sulphate,Micronutrient,475,333.9,0.046,158602.5,85500,73102.5,Cooperative Society,SR-003,Large Farmer,No
TXN01710,11/15/2024,2024,11,Nov,Q4,Rabi,Andhra Pradesh,Vijayawada,Urea,Nitrogenous,488,529.2,0.118,258249.6,136640,121609.6,Cooperative Society,SR-003,Large Farmer,No
TXN01711,2/1/2023,2023,2,Feb,Q1,Rabi,Rajasthan,Kota,MOP,Potassic,15,792.9,0.119,11893.5,9000,2893.5,Direct Farm,SR-024,Large Farmer,No
TXN01712,2/20/2022,2022,2,Feb,Q1,Rabi,Andhra Pradesh,Visakhapatnam,Ammonium Sulphate,Nitrogenous,22,614.9,0.054,13527.8,7700,5827.8,Government Scheme,SR-026,Cooperative,No
TXN01713,10/31/2023,2023,10,Oct,Q4,Rabi,Rajasthan,Udaipur,Urea,Nitrogenous,420,562.8,0.062,236376,117600,118776,Dealer,SR-029,Cooperative,No
TXN01714,6/6/2024,2024,6,Jun,Q2,Kharif,Andhra Pradesh,Guntur,DAP,Phosphatic,88,1198.8,0.112,105494.4,79200,26294.4,Cooperative Society,SR-011,Cooperative,Yes
TXN01715,7/2/2023,2023,7,Jul,Q3,Kharif,Haryana,Faridabad,NPK 10-26-26,Complex,57,1111.2,0.074,63338.4,46740,16598.4,Government Scheme,SR-013,Medium Farmer,No
TXN01716,4/1/2022,2022,4,Apr,Q2,Kharif,Rajasthan,Jaipur,MOP,Potassic,109,855,0.05,93195,65400,27795,Direct Farm,SR-014,Medium Farmer,No
TXN01717,1/25/2025,2025,1,Jan,Q1,Rabi,Karnataka,Hubli,NPK 10-26-26,Complex,10,1057.2,0.119,10572,8200,2372,Direct Farm,SR-028,Small Farmer,No
TXN01718,9/15/2024,2024,9,Sep,Q3,Rabi,Punjab,Amritsar,Zinc Sulphate,Micronutrient,478,308.7,0.118,147558.6,86040,61518.6,Cooperative Society,SR-004,Small Farmer,No
TXN01719,12/3/2023,2023,12,Dec,Q4,Rabi,Karnataka,Hubli,Zinc Sulphate,Micronutrient,499,309.75,0.115,154565.25,89820,64745.25,Online Portal,SR-018,Large Farmer,Yes
TXN01720,10/31/2023,2023,10,Oct,Q4,Rabi,Andhra Pradesh,Visakhapatnam,SSP,Phosphatic,422,390.18,0.071,164655.96,84400,80255.96,Direct Farm,SR-008,Small Farmer,No
TXN01721,9/16/2024,2024,9,Sep,Q3,Rabi,Rajasthan,Udaipur,SSP,Phosphatic,265,370.86,0.117,98277.9,53000,45277.9,Cooperative Society,SR-002,Large Farmer,No
TXN01722,8/7/2022,2022,8,Aug,Q3,Kharif,Haryana,Rohtak,NPK 10-26-26,Complex,442,1087.2,0.094,480542.4,362440,118102.4,Direct Farm,SR-015,Medium Farmer,No
TXN01723,1/15/2025,2025,1,Jan,Q1,Rabi,Andhra Pradesh,Kurnool,Calcium Nitrate,Nitrogenous,390,809.2,0.048,315588,195000,120588,Online Portal,SR-011,Large Farmer,No
TXN01724,5/12/2023,2023,5,May,Q2,Kharif,Haryana,Rohtak,Zinc Sulphate,Micronutrient,495,311.15,0.111,154019.25,89100,64919.25,Dealer,SR-025,Large Farmer,No
TXN01725,6/11/2024,2024,6,Jun,Q2,Kharif,Bihar,Bhagalpur,MOP,Potassic,222,848.7,0.057,188411.4,133200,55211.4,Dealer,SR-011,Large Farmer,No
TXN01726,9/23/2023,2023,9,Sep,Q3,Rabi,Madhya Pradesh,Jabalpur,Zinc Sulphate,Micronutrient,485,309.75,0.115,150228.75,87300,62928.75,Online Portal,SR-007,Cooperative,No
TXN01727,4/27/2023,2023,4,Apr,Q2,Kharif,Rajasthan,Jodhpur,MOP,Potassic,182,882.9,0.019,160687.8,109200,51487.8,Government Scheme,SR-019,Cooperative,No
TXN01728,7/26/2022,2022,7,Jul,Q3,Kharif,Punjab,Ludhiana,Urea,Nitrogenous,86,561,0.065,48246,24080,24166,Cooperative Society,SR-029,Small Farmer,Yes
TXN01729,11/8/2022,2022,11,Nov,Q4,Rabi,Uttar Pradesh,Lucknow,Zinc Sulphate,Micronutrient,100,348.6,0.004,34860,18000,16860,Government Scheme,SR-027,Large Farmer,No
TXN01730,3/17/2025,2025,3,Mar,Q1,Kharif,Punjab,Ludhiana,MOP,Potassic,467,866.7,0.037,404748.9,280200,124548.9,Dealer,SR-002,Small Farmer,No
TXN01731,1/1/2022,2022,1,Jan,Q1,Rabi,Madhya Pradesh,Indore,Calcium Nitrate,Nitrogenous,431,748.85,0.119,322754.35,215500,107254.35,Dealer,SR-009,Large Farmer,No
TXN01732,12/13/2024,2024,12,Dec,Q4,Rabi,Punjab,Bathinda,SSP,Phosphatic,80,416.64,0.008,33331.2,16000,17331.2,Online Portal,SR-028,Large Farmer,No
TXN01733,11/20/2024,2024,11,Nov,Q4,Rabi,Punjab,Patiala,NPK 10-26-26,Complex,362,1159.2,0.034,419630.4,296840,122790.4,Cooperative Society,SR-028,Large Farmer,No
TXN01734,8/26/2024,2024,8,Aug,Q3,Kharif,Gujarat,Vadodara,SSP,Phosphatic,160,387.24,0.078,61958.4,32000,29958.4,Cooperative Society,SR-014,Medium Farmer,No
TXN01735,10/31/2023,2023,10,Oct,Q4,Rabi,Madhya Pradesh,Indore,Zinc Sulphate,Micronutrient,86,320.6,0.084,27571.6,15480,12091.6,Dealer,SR-003,Small Farmer,No
TXN01736,8/30/2022,2022,8,Aug,Q3,Kharif,Haryana,Gurugram,Zinc Sulphate,Micronutrient,74,343.7,0.018,25433.8,13320,12113.8,Dealer,SR-010,Large Farmer,No
TXN01737,4/1/2025,2025,4,Apr,Q2,Kharif,Madhya Pradesh,Jabalpur,Calcium Nitrate,Nitrogenous,219,837.25,0.015,183357.75,109500,73857.75,Online Portal,SR-024,Large Farmer,No
TXN01738,8/27/2024,2024,8,Aug,Q3,Kharif,Uttar Pradesh,Kanpur,MOP,Potassic,210,879.3,0.023,184653,126000,58653,Dealer,SR-002,Small Farmer,No
TXN01739,3/8/2024,2024,3,Mar,Q1,Kharif,Haryana,Hisar,Zinc Sulphate,Micronutrient,347,309.4,0.116,107361.8,62460,44901.8,Government Scheme,SR-015,Medium Farmer,No
TXN01740,5/14/2024,2024,5,May,Q2,Kharif,Maharashtra,Kolhapur,MOP,Potassic,13,806.4,0.104,10483.2,7800,2683.2,Direct Farm,SR-009,Cooperative,No
TXN01741,9/24/2024,2024,9,Sep,Q3,Rabi,Maharashtra,Nashik,Urea,Nitrogenous,462,589.8,0.017,272487.6,129360,143127.6,Online Portal,SR-020,Cooperative,No
TXN01742,2/19/2023,2023,2,Feb,Q1,Rabi,Haryana,Hisar,Urea,Nitrogenous,404,599.4,0.001,242157.6,113120,129037.6,Government Scheme,SR-023,Large Farmer,No
TXN01743,2/3/2024,2024,2,Feb,Q1,Rabi,Maharashtra,Pune,DAP,Phosphatic,257,1224.45,0.093,314683.65,231300,83383.65,Online Portal,SR-007,Medium Farmer,No
TXN01744,11/12/2023,2023,11,Nov,Q4,Rabi,Andhra Pradesh,Kurnool,Calcium Nitrate,Nitrogenous,465,796.45,0.063,370349.25,232500,137849.25,Online Portal,SR-020,Medium Farmer,No
TXN01745,3/22/2022,2022,3,Mar,Q1,Kharif,Gujarat,Gandhinagar,SSP,Phosphatic,285,369.6,0.12,105336,57000,48336,Cooperative Society,SR-002,Large Farmer,No
TXN01746,2/6/2022,2022,2,Feb,Q1,Rabi,Bihar,Darbhanga,DAP,Phosphatic,252,1215,0.1,306180,226800,79380,Cooperative Society,SR-030,Cooperative,No
TXN01747,3/17/2025,2025,3,Mar,Q1,Kharif,Madhya Pradesh,Gwalior,NPK 10-26-26,Complex,240,1161.6,0.032,278784,196800,81984,Dealer,SR-027,Medium Farmer,No
TXN01748,6/5/2023,2023,6,Jun,Q2,Kharif,Bihar,Gaya,Urea,Nitrogenous,281,583.2,0.028,163879.2,78680,85199.2,Direct Farm,SR-027,Cooperative,No
TXN01749,3/24/2024,2024,3,Mar,Q1,Kharif,Uttar Pradesh,Varanasi,Urea,Nitrogenous,500,594.6,0.009,297300,140000,157300,Government Scheme,SR-018,Cooperative,No
TXN01750,10/24/2024,2024,10,Oct,Q4,Rabi,Rajasthan,Kota,Urea,Nitrogenous,264,528.6,0.119,139550.4,73920,65630.4,Direct Farm,SR-018,Large Farmer,No
TXN01751,4/26/2023,2023,4,Apr,Q2,Kharif,Bihar,Darbhanga,Ammonium Sulphate,Nitrogenous,100,607.75,0.065,60775,35000,25775,Direct Farm,SR-001,Cooperative,No
TXN01752,11/5/2023,2023,11,Nov,Q4,Rabi,Madhya Pradesh,Jabalpur,Urea,Nitrogenous,60,590.4,0.016,35424,16800,18624,Government Scheme,SR-006,Large Farmer,No
TXN01753,5/1/2024,2024,5,May,Q2,Kharif,Haryana,Hisar,NPK 10-26-26,Complex,383,1176,0.02,450408,314060,136348,Dealer,SR-025,Large Farmer,No
TXN01754,1/15/2025,2025,1,Jan,Q1,Rabi,Andhra Pradesh,Guntur,DAP,Phosphatic,89,1208.25,0.105,107534.25,80100,27434.25,Dealer,SR-008,Small Farmer,No
TXN01755,1/2/2023,2023,1,Jan,Q1,Rabi,Punjab,Patiala,Ammonium Sulphate,Nitrogenous,72,611,0.06,43992,25200,18792,Online Portal,SR-015,Small Farmer,No
TXN01756,7/24/2023,2023,7,Jul,Q3,Kharif,Punjab,Jalandhar,DAP,Phosphatic,190,1321.65,0.021,251113.5,171000,80113.5,Direct Farm,SR-018,Large Farmer,No
TXN01757,6/26/2022,2022,6,Jun,Q2,Kharif,Punjab,Amritsar,MOP,Potassic,185,882.9,0.019,163336.5,111000,52336.5,Online Portal,SR-007,Cooperative,Yes
TXN01758,12/21/2023,2023,12,Dec,Q4,Rabi,Uttar Pradesh,Kanpur,Calcium Nitrate,Nitrogenous,415,772.65,0.091,320649.75,207500,113149.75,Dealer,SR-026,Cooperative,No
TXN01759,12/10/2022,2022,12,Dec,Q4,Rabi,Madhya Pradesh,Ujjain,Zinc Sulphate,Micronutrient,406,325.5,0.07,132153,73080,59073,Dealer,SR-024,Medium Farmer,No
TXN01760,2/15/2025,2025,2,Feb,Q1,Rabi,Gujarat,Rajkot,Ammonium Sulphate,Nitrogenous,338,621.4,0.044,210033.2,118300,91733.2,Dealer,SR-002,Cooperative,No
TXN01761,1/8/2022,2022,1,Jan,Q1,Rabi,Karnataka,Hubli,Urea,Nitrogenous,350,532.8,0.112,186480,98000,88480,Government Scheme,SR-014,Small Farmer,No
TXN01762,8/7/2024,2024,8,Aug,Q3,Kharif,Punjab,Amritsar,DAP,Phosphatic,314,1266.3,0.062,397618.2,282600,115018.2,Dealer,SR-019,Medium Farmer,No
TXN01763,10/9/2024,2024,10,Oct,Q4,Rabi,Andhra Pradesh,Nellore,Ammonium Sulphate,Nitrogenous,71,601.25,0.075,42688.75,24850,17838.75,Dealer,SR-026,Large Farmer,No
TXN01764,10/2/2023,2023,10,Oct,Q4,Rabi,Andhra Pradesh,Vijayawada,SSP,Phosphatic,29,376.74,0.103,10925.46,5800,5125.46,Dealer,SR-010,Medium Farmer,No
TXN01765,2/17/2024,2024,2,Feb,Q1,Rabi,Haryana,Ambala,Ammonium Sulphate,Nitrogenous,445,618.15,0.049,275076.75,155750,119326.75,Dealer,SR-017,Large Farmer,No
TXN01766,10/17/2024,2024,10,Oct,Q4,Rabi,Rajasthan,Udaipur,Calcium Nitrate,Nitrogenous,21,847.45,0.003,17796.45,10500,7296.45,Government Scheme,SR-011,Medium Farmer,No
TXN01767,10/9/2022,2022,10,Oct,Q4,Rabi,Andhra Pradesh,Nellore,DAP,Phosphatic,195,1331.1,0.014,259564.5,175500,84064.5,Government Scheme,SR-025,Large Farmer,No
TXN01768,9/11/2022,2022,9,Sep,Q3,Rabi,Haryana,Rohtak,NPK 10-26-26,Complex,308,1084.8,0.096,334118.4,252560,81558.4,Direct Farm,SR-002,Large Farmer,No
TXN01769,1/31/2025,2025,1,Jan,Q1,Rabi,Andhra Pradesh,Guntur,SSP,Phosphatic,474,392.28,0.066,185940.72,94800,91140.72,Government Scheme,SR-004,Cooperative,No
TXN01770,10/1/2023,2023,10,Oct,Q4,Rabi,Bihar,Patna,Ammonium Sulphate,Nitrogenous,147,592.15,0.089,87046.05,51450,35596.05,Direct Farm,SR-003,Small Farmer,No
TXN01771,1/9/2022,2022,1,Jan,Q1,Rabi,Punjab,Patiala,Urea,Nitrogenous,250,541.8,0.097,135450,70000,65450,Cooperative Society,SR-018,Small Farmer,No
TXN01772,11/22/2022,2022,11,Nov,Q4,Rabi,Karnataka,Belagavi,NPK 10-26-26,Complex,51,1152,0.04,58752,41820,16932,Direct Farm,SR-021,Small Farmer,Yes
TXN01773,2/4/2022,2022,2,Feb,Q1,Rabi,Gujarat,Surat,MOP,Potassic,96,819.9,0.089,78710.4,57600,21110.4,Online Portal,SR-008,Cooperative,No
TXN01774,12/7/2024,2024,12,Dec,Q4,Rabi,Rajasthan,Kota,NPK 10-26-26,Complex,262,1120.8,0.066,293649.6,214840,78809.6,Dealer,SR-014,Medium Farmer,No
TXN01775,3/6/2024,2024,3,Mar,Q1,Kharif,Madhya Pradesh,Ujjain,SSP,Phosphatic,186,413.28,0.016,76870.08,37200,39670.08,Online Portal,SR-014,Large Farmer,No
TXN01776,5/26/2023,2023,5,May,Q2,Kharif,Karnataka,Bengaluru,Calcium Nitrate,Nitrogenous,140,783.7,0.078,109718,70000,39718,Cooperative Society,SR-001,Small Farmer,No
TXN01777,4/24/2025,2025,4,Apr,Q2,Kharif,Madhya Pradesh,Gwalior,MOP,Potassic,305,880.2,0.022,268461,183000,85461,Online Portal,SR-004,Medium Farmer,No
TXN01778,3/24/2022,2022,3,Mar,Q1,Kharif,Madhya Pradesh,Indore,Urea,Nitrogenous,384,594.6,0.009,228326.4,107520,120806.4,Cooperative Society,SR-005,Medium Farmer,No
TXN01779,8/19/2022,2022,8,Aug,Q3,Kharif,Karnataka,Bengaluru,NPK 10-26-26,Complex,377,1184.4,0.013,446518.8,309140,137378.8,Dealer,SR-014,Small Farmer,No
TXN01780,2/27/2023,2023,2,Feb,Q1,Rabi,Gujarat,Surat,MOP,Potassic,380,829.8,0.078,315324,228000,87324,Dealer,SR-028,Large Farmer,No
TXN01781,4/21/2024,2024,4,Apr,Q2,Kharif,Bihar,Darbhanga,SSP,Phosphatic,237,386.4,0.08,91576.8,47400,44176.8,Direct Farm,SR-007,Cooperative,No
TXN01782,1/21/2023,2023,1,Jan,Q1,Rabi,Madhya Pradesh,Jabalpur,Zinc Sulphate,Micronutrient,495,338.45,0.033,167532.75,89100,78432.75,Dealer,SR-009,Small Farmer,No
TXN01783,8/7/2024,2024,8,Aug,Q3,Kharif,Haryana,Gurugram,Urea,Nitrogenous,393,567,0.055,222831,110040,112791,Government Scheme,SR-007,Cooperative,No
TXN01784,8/12/2023,2023,8,Aug,Q3,Kharif,Haryana,Ambala,SSP,Phosphatic,100,398.58,0.051,39858,20000,19858,Dealer,SR-016,Small Farmer,No
TXN01785,7/19/2024,2024,7,Jul,Q3,Kharif,Maharashtra,Aurangabad,NPK 10-26-26,Complex,240,1171.2,0.024,281088,196800,84288,Government Scheme,SR-027,Cooperative,No
TXN01786,7/7/2023,2023,7,Jul,Q3,Kharif,Haryana,Hisar,NPK 10-26-26,Complex,234,1069.2,0.109,250192.8,191880,58312.8,Dealer,SR-025,Medium Farmer,Yes
TXN01787,9/22/2024,2024,9,Sep,Q3,Rabi,Bihar,Muzaffarpur,MOP,Potassic,66,871.2,0.032,57499.2,39600,17899.2,Government Scheme,SR-017,Large Farmer,No
TXN01788,7/11/2023,2023,7,Jul,Q3,Kharif,Andhra Pradesh,Kurnool,Calcium Nitrate,Nitrogenous,20,843.2,0.008,16864,10000,6864,Dealer,SR-008,Large Farmer,No
TXN01789,5/16/2023,2023,5,May,Q2,Kharif,Andhra Pradesh,Nellore,MOP,Potassic,331,846,0.06,280026,198600,81426,Online Portal,SR-001,Medium Farmer,No
TXN01790,11/2/2023,2023,11,Nov,Q4,Rabi,Andhra Pradesh,Vijayawada,Ammonium Sulphate,Nitrogenous,10,612.3,0.058,6123,3500,2623,Direct Farm,SR-004,Large Farmer,No
TXN01791,5/30/2023,2023,5,May,Q2,Kharif,Rajasthan,Kota,NPK 10-26-26,Complex,331,1142.4,0.048,378134.4,271420,106714.4,Online Portal,SR-019,Large Farmer,No
TXN01792,2/18/2024,2024,2,Feb,Q1,Rabi,Gujarat,Gandhinagar,NPK 10-26-26,Complex,465,1165.2,0.029,541818,381300,160518,Dealer,SR-028,Large Farmer,No
TXN01793,8/23/2024,2024,8,Aug,Q3,Kharif,Madhya Pradesh,Ujjain,Ammonium Sulphate,Nitrogenous,262,632.45,0.027,165701.9,91700,74001.9,Online Portal,SR-001,Small Farmer,No
TXN01794,3/3/2025,2025,3,Mar,Q1,Kharif,Haryana,Faridabad,Calcium Nitrate,Nitrogenous,453,845.75,0.005,383124.75,226500,156624.75,Cooperative Society,SR-014,Small Farmer,No
TXN01795,1/28/2025,2025,1,Jan,Q1,Rabi,Gujarat,Surat,NPK 10-26-26,Complex,387,1168.8,0.026,452325.6,317340,134985.6,Government Scheme,SR-004,Small Farmer,No
TXN01796,1/24/2022,2022,1,Jan,Q1,Rabi,Karnataka,Mangaluru,DAP,Phosphatic,153,1246.05,0.077,190645.65,137700,52945.65,Cooperative Society,SR-029,Medium Farmer,No
